bedrooms,bathrooms,toilets,parking_space,title,town,state,price
6,5,5,4,Detached Duplex,Mabushi,Abuja,450000000
4,5,5,4,Terraced Duplexes,Katampe,Abuja,800000000
4,5,5,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,6,Detached Duplex,Ajah,Lagos,40000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,75000000
5,5,6,1,Detached Duplex,Lekki,Lagos,450000000
4,5,5,4,Detached Duplex,Lekki,Lagos,65000000
2,2,3,6,Detached Bungalow,Epe,Lagos,12000000
1,1,1,1,Detached Duplex,Lekki,Lagos,200000000
4,4,5,5,Detached Duplex,Ajah,Lagos,60000000
3,4,5,4,Terraced Duplexes,Lokogoma District,Abuja,25000000
6,6,6,4,Semi Detached Duplex,Oredo,Edo,45000000
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,65000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,450000000
3,4,4,3,Detached Bungalow,Mowe Ofada,Ogun,12000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,48000000
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,37000000
4,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,170000000
3,3,4,2,Block of Flats,Ikeja,Lagos,350000000
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000
3,3,4,4,Terraced Duplexes,Lekki,Lagos,34000000
4,5,5,2,Terraced Duplexes,Victoria Island (VI),Lagos,130000000
5,6,7,6,Detached Duplex,Katampe,Abuja,160000000
4,4,5,3,Detached Duplex,Ajah,Lagos,60000000
5,5,5,4,Detached Duplex,Lekki,Lagos,270000000
5,6,5,4,Detached Duplex,Lekki,Lagos,250000000
4,4,5,5,Detached Duplex,Lekki,Lagos,180000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,75000000
5,5,5,4,Detached Duplex,Lekki,Lagos,270000000
6,8,8,3,Detached Duplex,Ikoyi,Lagos,850000000
4,4,5,4,Detached Duplex,Magodo,Lagos,140000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,700000000
2,3,5,4,Block of Flats,Mowe Ofada,Ogun,7000000
5,5,6,6,Detached Duplex,Kaura,Abuja,150000000
4,4,5,8,Detached Duplex,Galadimawa,Abuja,70000000
3,5,5,4,Terraced Duplexes,Ajah,Lagos,40000000
5,5,6,1,Detached Duplex,Oredo,Edo,70000000
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,55000000
6,6,7,8,Detached Duplex,Gwarinpa,Abuja,130000000
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,75000000
2,2,3,2,Block of Flats,Lekki,Lagos,30000000
2,2,3,4,Terraced Duplexes,Lekki,Lagos,53000000
5,6,6,4,Detached Duplex,Lekki,Lagos,270000000
5,5,5,4,Detached Bungalow,Katampe,Abuja,130000000
3,3,4,4,Block of Flats,Lekki,Lagos,25500000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
3,3,4,3,Terraced Duplexes,Lekki,Lagos,65000000
4,4,4,3,Terraced Duplexes,Lekki,Lagos,55000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,69000000
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,60000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,300000000
2,2,2,4,Detached Bungalow,Abeokuta North,Ogun,4000000
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000
8,8,8,4,Block of Flats,Oredo,Edo,36000000
4,4,5,1,Semi Detached Duplex,Galadimawa,Abuja,50000000
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,60000000
5,6,7,4,Detached Duplex,Lekki,Lagos,150000000
3,4,4,6,Detached Duplex,Lugbe District,Abuja,30000000
5,5,6,4,Detached Duplex,Ajah,Lagos,75000000
2,3,3,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,12000000
5,5,6,2,Detached Duplex,Lekki,Lagos,110000000
2,2,3,1,Semi Detached Bungalow,Epe,Lagos,12000000
5,5,6,6,Detached Duplex,Lekki,Lagos,330000000
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,45000000
4,4,4,5,Detached Duplex,Ajah,Lagos,50000000
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000
4,2,2,4,Semi Detached Bungalow,Yaba,Lagos,40000000
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000
4,5,5,4,Block of Flats,Ikoyi,Lagos,650000000
4,5,6,4,Terraced Duplexes,Katampe,Abuja,131000000
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,4,Detached Duplex,Lekki,Lagos,155000000
1,2,2,1,Block of Flats,Sango Ota,Ogun,6900000
3,3,4,4,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000
4,4,5,4,Detached Duplex,Agege,Lagos,60000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,105000000
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000
2,5,5,4,Block of Flats,Ikorodu,Lagos,22500000
5,5,6,2,Terraced Duplexes,Kaura,Abuja,70000000
4,5,5,4,Terraced Duplexes,Jahi,Abuja,75000000
4,5,5,4,Detached Duplex,Lekki,Lagos,70000000
3,3,3,4,Detached Bungalow,Ibadan,Oyo,10000000
4,2,2,1,Terraced Bungalow,Sango Ota,Ogun,5000000
5,5,6,4,Detached Duplex,Lekki,Lagos,145000000
4,5,5,4,Detached Duplex,Orozo,Abuja,52500000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,61000000
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000
5,5,5,1,Detached Bungalow,Ifo,Ogun,15000000
5,3,3,4,Detached Duplex,Owerri North,Imo,50000000
5,6,6,4,Detached Duplex,Lekki,Lagos,260000000
4,4,5,4,Terraced Duplexes,Ajah,Lagos,29800000
4,5,6,4,Terraced Duplexes,Lekki,Lagos,145000000
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,150000000
4,4,5,3,Detached Duplex,Lekki,Lagos,80000000
5,6,8,1,Detached Duplex,Guzape District,Abuja,280000000
4,4,5,4,Detached Duplex,Ajah,Lagos,45000000
5,5,6,4,Detached Duplex,Lekki,Anambara,260000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,75000000
4,4,5,3,Detached Duplex,Ikeja,Lagos,60000000
3,3,4,3,Terraced Bungalow,Mowe Ofada,Ogun,11500000
3,3,4,4,Block of Flats,Idu Industrial,Abuja,135000000
3,5,5,4,Terraced Duplexes,Ajah,Lagos,42000000
5,5,6,5,Semi Detached Duplex,Owerri Municipal,Imo,60000000
3,3,4,3,Terraced Bungalow,Lekki,Lagos,36436500
3,5,5,4,Block of Flats,Magodo,Lagos,55000000
3,3,3,4,Detached Bungalow,Sango Ota,Ogun,10000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000
5,6,6,4,Detached Duplex,Lekki,Lagos,260000000
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,80000000
4,5,5,6,Detached Duplex,Lekki,Lagos,70000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
5,6,7,5,Detached Duplex,Lekki,Lagos,470000000
4,4,5,4,Detached Duplex,Isheri North,Lagos,40000000
5,5,6,4,Detached Duplex,Ajah,Lagos,90000000
5,5,6,1,Detached Duplex,Lekki,Lagos,200000000
2,5,5,4,Semi Detached Bungalow,Galadimawa,Abuja,30000000
5,5,6,4,Detached Duplex,Katampe,Abuja,150000000
5,5,3,6,Detached Duplex,Utako,Abuja,250000000
6,6,7,1,Detached Duplex,Guzape District,Abuja,300000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,70000000
2,5,9,4,Detached Bungalow,Ibeju Lekki,Lagos,30000000
4,3,3,4,Terraced Duplexes,Guzape District,Abuja,49900000
5,6,7,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Detached Duplex,Ajah,Lagos,70000000
4,5,5,4,Semi Detached Duplex,Port Harcourt,Rivers,85000000
4,4,4,2,Semi Detached Duplex,Kuje,Abuja,13000000
5,5,6,6,Detached Duplex,Lekki,Lagos,325000000
4,4,5,3,Terraced Duplexes,Jahi,Abuja,65000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
3,3,4,3,Semi Detached Duplex,Ajah,Lagos,50000000
4,5,5,4,Detached Duplex,Ajah,Lagos,65000000
6,6,7,5,Detached Duplex,Isheri,Lagos,140000000
5,5,6,5,Detached Duplex,Lekki,Lagos,80000000
8,1,1,4,Detached Duplex,Ibadan,Oyo,150000000
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,150000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,240000000
4,5,5,4,Detached Duplex,Lekki,Lagos,110000000
5,5,6,5,Detached Duplex,Lekki,Lagos,450000000
5,5,6,5,Detached Duplex,Lekki,Lagos,500000000
3,4,4,4,Terraced Duplexes,Ikoyi,Lagos,240000000
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,60000000
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,115000000
3,2,2,4,Detached Bungalow,Ibadan,Oyo,11000000
5,7,7,7,Detached Duplex,Lekki,Lagos,450000000
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000
6,6,7,4,Detached Duplex,Lekki,Lagos,275000000
4,4,5,7,Detached Duplex,Lekki,Lagos,190000000
3,3,3,4,Detached Bungalow,Ipaja,Lagos,24000000
4,4,5,4,Terraced Duplexes,Magodo,Lagos,75000000
4,5,5,4,Block of Flats,Owerri Municipal,Imo,130000000
5,5,6,1,Detached Duplex,Lekki,Lagos,250000000
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,48000000
4,5,5,2,Detached Bungalow,Ado-Odo/Ota,Ogun,6000000
3,3,4,2,Detached Bungalow,Ajah,Lagos,42000000
5,5,5,4,Detached Duplex,Magodo,Lagos,85000000
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,65000000
3,2,2,2,Block of Flats,Ikeja,Lagos,300000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,70000000
3,3,4,3,Semi Detached Duplex,Magodo,Lagos,85000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
5,5,6,5,Detached Duplex,Lekki,Lagos,160000000
4,5,5,5,Detached Bungalow,Port Harcourt,Rivers,32000000
3,4,5,6,Detached Bungalow,Ibeju Lekki,Lagos,20000000
4,4,5,3,Detached Duplex,Lekki,Lagos,75000000
5,5,6,3,Terraced Duplexes,Lekki,Lagos,65000000
4,4,5,4,Terraced Duplexes,Dape,Abuja,45000000
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000
3,4,4,4,Terraced Duplexes,Lekki,Lagos,36000000
5,5,6,3,Detached Duplex,Ikoyi,Lagos,375000000
5,7,8,6,Detached Duplex,Lekki,Lagos,300000000
6,6,7,3,Detached Duplex,Isheri North,Ogun,140000000
1,5,5,4,Detached Bungalow,Mushin,Lagos,30000000
3,3,4,4,Block of Flats,Ejigbo,Lagos,55000000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,65000000
3,2,2,4,Block of Flats,Oredo,Edo,25000000
5,5,6,8,Detached Duplex,Lokogoma District,Abuja,120000000
4,5,5,3,Terraced Duplexes,Ikoyi,Lagos,240000000
3,2,2,2,Detached Bungalow,Agege,Lagos,8000000
3,5,3,4,Terraced Duplexes,Lekki,Lagos,32000000
4,4,4,4,Detached Bungalow,Lokogoma District,Abuja,30000000
3,3,4,4,Detached Bungalow,Ojodu,Lagos,16000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,85000000
4,4,5,4,Terraced Duplexes,Ajah,Lagos,45000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,60000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,600000000
3,3,4,4,Terraced Duplexes,Ajah,Lagos,34900000
3,3,3,4,Detached Bungalow,Ibadan,Oyo,18000000
5,4,5,3,Detached Duplex,Ajah,Lagos,68000000
2,5,5,4,Terraced Duplexes,Ajah,Lagos,35000000
5,5,6,4,Detached Duplex,Lekki,Lagos,1350000000
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,380000000
5,6,7,5,Detached Duplex,Lekki,Lagos,120000000
7,7,8,4,Detached Duplex,Lekki,Lagos,200000000
3,4,4,3,Detached Bungalow,Lekki,Lagos,33000000
8,8,8,4,Detached Duplex,Lekki,Lagos,45000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000
5,6,6,4,Detached Duplex,Lekki,Lagos,110000000
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,4,Terraced Duplexes,Gaduwa,Abuja,38000000
5,5,6,4,Detached Duplex,Lekki,Lagos,250000000
2,5,5,4,Detached Bungalow,Idu Industrial,Abuja,10000000
4,5,5,4,Detached Duplex,Guzape District,Abuja,180000000
3,3,4,4,Detached Bungalow,Ajah,Lagos,45000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,65000000
4,4,5,4,Detached Bungalow,Enugu,Enugu,28500000
5,5,6,8,Detached Duplex,Dakwo,Abuja,80000000
5,6,7,3,Detached Duplex,Lekki,Lagos,70000000
1,5,5,1,Block of Flats,Ikorodu,Lagos,20000000
4,5,5,4,Block of Flats,Victoria Island (VI),Lagos,830000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,160000000
5,5,6,1,Detached Duplex,Asokoro District,Abuja,150000000
4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,180000000
2,2,2,4,Detached Bungalow,Alimosho,Lagos,10000000
3,4,4,2,Terraced Duplexes,Sagamu,Ogun,21000000
4,4,5,5,Detached Duplex,Ajah,Lagos,65000000
3,3,4,5,Detached Bungalow,Ikorodu,Lagos,4000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
3,5,5,4,Detached Bungalow,Lokogoma District,Abuja,40000000
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000
5,5,5,4,Detached Duplex,Lekki,Lagos,450000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,55000000
5,5,5,1,Terraced Duplexes,Chikun,Kaduna,60000000
4,4,5,4,Detached Duplex,Lekki,Lagos,74000000
4,5,5,4,Block of Flats,Ibeju Lekki,Anambara,9000000
2,2,3,4,Detached Bungalow,Egbeda,Oyo,3000000
4,5,5,4,Detached Duplex,Ajah,Lagos,75000000
4,5,5,4,Detached Duplex,Ojodu,Lagos,85000000
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000
3,5,5,4,Semi Detached Bungalow,Mowe Ofada,Ogun,11500000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,120000000
4,4,5,1,Detached Bungalow,Port Harcourt,Rivers,30000000
5,5,6,5,Detached Duplex,Lekki,Lagos,125000000
4,4,4,4,Detached Duplex,Lekki,Lagos,65000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,1500000000
4,5,5,4,Terraced Duplexes,Utako,Abuja,80000000
4,5,5,4,Detached Duplex,Lekki,Lagos,75000000
5,7,7,8,Semi Detached Duplex,Lekki,Lagos,80000000
3,3,4,3,Terraced Duplexes,Lekki,Lagos,45000000
4,5,5,4,Detached Duplex,Ajah,Lagos,35000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,47000000
5,5,5,4,Detached Duplex,Lekki,Lagos,145000000
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,50000000
5,5,6,4,Detached Duplex,Ajah,Lagos,95000000
5,5,6,3,Semi Detached Duplex,Lekki,Lagos,160000000
2,2,3,3,Block of Flats,Jahi,Abuja,22000000
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000
3,3,4,4,Terraced Duplexes,Katampe,Abuja,75000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,70000000
4,6,6,4,Semi Detached Duplex,Ikoyi,Lagos,240000000
4,5,5,4,Block of Flats,Magodo,Lagos,30000000
3,3,3,4,Detached Bungalow,Mowe Ofada,Ogun,16000000
5,6,6,4,Detached Duplex,Lekki,Lagos,450000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,140000000
2,3,3,4,Block of Flats,Lekki,Lagos,65000000
6,6,7,6,Detached Duplex,Ikeja,Lagos,450000000
5,5,7,6,Detached Duplex,Ikoyi,Lagos,1150000000
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000
4,5,5,3,Detached Duplex,Lekki,Lagos,85000000
5,7,7,4,Detached Duplex,Wuye,Abuja,165000000
4,5,5,4,Detached Duplex,Lekki,Lagos,80000000
5,5,5,4,Detached Duplex,Kubwa,Abuja,60900000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
4,4,5,2,Detached Duplex,Lekki,Lagos,70000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,82000000
4,5,5,4,Detached Bungalow,Shomolu,Lagos,45000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,55000000
2,3,3,3,Block of Flats,Lekki,Lagos,50000000
5,5,6,8,Detached Duplex,Lekki,Lagos,150000000
4,4,5,4,Semi Detached Duplex,Lekki,Anambara,75000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,130000000
5,5,5,4,Detached Duplex,Lekki,Lagos,190000000
4,4,5,4,Detached Duplex,Lekki,Lagos,125000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,5,Detached Duplex,Lekki,Lagos,350000000
5,5,6,6,Detached Duplex,Ikoyi,Lagos,850000000
4,4,5,1,Terraced Duplexes,Ogudu,Lagos,75000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,250000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,400000000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000
4,5,5,4,Detached Duplex,Lekki,Lagos,125000000
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000
4,6,6,4,Detached Duplex,Ibadan,Oyo,75000000
5,5,6,3,Terraced Duplexes,Ikoyi,Lagos,185000000
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,32000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,550000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,160000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,90000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,165000000
1,1,1,4,Block of Flats,Ibadan,Oyo,35000000
4,5,5,4,Terraced Duplexes,Ikeja,Lagos,110000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000
4,4,5,8,Detached Duplex,Lekki,Lagos,65000000
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,38500000
4,4,5,2,Detached Duplex,Ajah,Lagos,75000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,650000000
4,4,5,5,Detached Duplex,Lekki,Lagos,100000000
5,5,6,2,Detached Duplex,Lekki,Lagos,115000000
5,5,6,4,Detached Duplex,Lekki,Lagos,190000000
5,5,6,4,Detached Duplex,Guzape District,Abuja,180000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,75000000
4,4,5,5,Terraced Duplexes,Ajah,Lagos,32000000
4,5,5,4,Block of Flats,Owerri West,Imo,150000000
5,5,6,8,Detached Bungalow,Ojodu,Lagos,60000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,450000000
5,5,6,9,Detached Duplex,Sango Ota,Ogun,35000000
5,6,6,4,Detached Duplex,Katampe,Abuja,420000000
2,2,2,2,Block of Flats,Ibafo,Ogun,5000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,125000000
5,6,7,6,Detached Duplex,Lekki,Lagos,110000000
5,5,5,8,Detached Duplex,Isolo,Lagos,52000000
3,5,5,4,Block of Flats,Lekki,Lagos,850000000
4,4,4,4,Semi Detached Duplex,Magodo,Lagos,75000000
3,5,4,4,Detached Duplex,Ikeja,Lagos,130000000
1,4,4,4,Detached Duplex,Surulere,Lagos,50000000
3,3,4,2,Block of Flats,Ikoyi,Lagos,190000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
5,5,6,3,Detached Duplex,Lekki,Lagos,120000000
5,5,6,4,Detached Duplex,Ajah,Lagos,60000000
4,4,5,4,Detached Duplex,Isolo,Lagos,55000000
3,3,4,4,Detached Bungalow,Mowe Ofada,Ogun,16000000
3,5,5,4,Block of Flats,Obio-Akpor,Rivers,100000000
5,5,6,5,Detached Duplex,Port Harcourt,Rivers,180000000
5,6,7,4,Detached Duplex,Ajah,Lagos,55000000
5,5,6,6,Detached Duplex,Lekki,Lagos,350000000
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,75000000
5,5,6,4,Detached Duplex,Lekki,Lagos,65000000
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000
5,7,7,4,Detached Duplex,Ikoyi,Lagos,500000000
4,5,5,3,Terraced Duplexes,Lekki,Lagos,55000000
3,4,5,4,Block of Flats,Wuye,Abuja,250000000
6,5,7,8,Detached Duplex,Ikoyi,Lagos,1600000000
5,7,7,4,Detached Duplex,Lekki,Lagos,80000000
4,4,5,4,Detached Duplex,Enugu,Enugu,65000000
4,5,5,4,Block of Flats,Port Harcourt,Rivers,70000000
4,4,5,4,Detached Duplex,Lekki,Lagos,67000000
5,5,6,6,Detached Duplex,Lekki,Lagos,200000000
5,6,6,4,Detached Duplex,Life Camp,Abuja,35000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,60000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,60000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,125000000
5,4,5,4,Detached Duplex,Gwarinpa,Abuja,140000000
2,2,2,4,Detached Bungalow,Ayobo,Lagos,3600000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,62000000
3,3,4,4,Detached Bungalow,Gwarinpa,Abuja,70000000
3,6,4,6,Detached Bungalow,Lokogoma District,Abuja,50000000
2,3,3,3,Detached Duplex,Lekki,Lagos,26000000
4,4,4,2,Terraced Duplexes,Ikoyi,Lagos,200000000
4,4,5,5,Semi Detached Duplex,Katampe,Abuja,160000000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
5,5,6,6,Detached Duplex,Lekki,Lagos,350000000
5,5,5,2,Detached Duplex,Lekki,Lagos,110000000
3,3,4,1,Detached Bungalow,Ikorodu,Lagos,15000000
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,45000000
9,9,1,8,Detached Duplex,Lekki,Lagos,250000000
5,5,6,5,Detached Duplex,Ajah,Lagos,120000000
4,4,5,4,Detached Duplex,Lekki,Lagos,65000000
3,5,5,4,Detached Duplex,Gwarinpa,Abuja,80000000
5,5,5,4,Detached Duplex,Lekki,Lagos,200000000
5,6,6,7,Detached Duplex,Apo,Abuja,85000000
5,5,5,4,Detached Duplex,Isolo,Lagos,50000000
4,5,5,8,Detached Bungalow,Mowe Town,Ogun,10000000
4,4,5,4,Terraced Duplexes,Galadimawa,Abuja,43000000
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,45000000
5,5,7,1,Detached Duplex,Ibadan South-West,Oyo,33000000
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,15500000
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,1,Detached Duplex,Ibeju Lekki,Lagos,43000000
5,5,6,4,Detached Duplex,Ikeja,Lagos,150000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,650000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,72000000
4,5,5,4,Detached Duplex,Lekki,Lagos,70000000
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,280000000
4,6,6,4,Detached Duplex,Ajah,Lagos,65000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,45000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,46000000
4,6,6,4,Semi Detached Duplex,Wuse 2,Abuja,170000000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000
4,4,5,4,Detached Duplex,Asokoro District,Abuja,450000000
6,5,5,4,Detached Bungalow,Enugu,Enugu,20000000
5,6,6,4,Detached Duplex,Lekki,Lagos,270000000
5,5,6,7,Detached Duplex,Lekki,Lagos,195000000
5,5,6,5,Detached Duplex,Lekki,Lagos,250000000
2,5,5,4,Block of Flats,Owerri West,Imo,60000000
4,4,5,4,Detached Duplex,Mowe Town,Ogun,35000000
4,5,5,4,Terraced Duplexes,Wuse 2,Abuja,190000000
5,5,5,4,Detached Duplex,Durumi,Abuja,130000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,720000000
7,7,8,7,Detached Duplex,Lekki,Lagos,240000000
4,5,5,4,Detached Duplex,Ikeja,Lagos,55000000
5,4,5,6,Detached Bungalow,Lekki,Lagos,25000000
5,5,6,3,Detached Duplex,Lekki,Lagos,80000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,58000000
4,4,5,4,Detached Duplex,Ajah,Lagos,65000000
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,85000000
3,3,4,4,Detached Duplex,Simawa,Ogun,35000000
4,4,5,4,Detached Duplex,Arepo,Ogun,80000000
4,4,5,4,Terraced Duplexes,Mabushi,Abuja,75000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,6000000
5,5,6,3,Detached Duplex,Lekki,Lagos,85000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,130000000
2,3,3,2,Detached Bungalow,Life Camp,Abuja,25000000
4,5,5,7,Block of Flats,Port Harcourt,Rivers,60000000
4,5,5,4,Detached Duplex,Port Harcourt,Rivers,60000000
3,3,4,4,Terraced Duplexes,Lokogoma District,Abuja,35000000
4,5,5,6,Semi Detached Duplex,Ajah,Lagos,39000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,77000000
3,4,5,2,Terraced Duplexes,Ajah,Lagos,65000000
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,230000000
3,3,4,1,Terraced Bungalow,Ajah,Lagos,40000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
5,5,6,4,Detached Duplex,Lekki,Lagos,198000000
1,1,1,1,Semi Detached Duplex,Katampe,Abuja,200000000
3,3,4,2,Terraced Bungalow,Ifako-Ijaiye,Lagos,15500000
4,4,5,6,Detached Duplex,Ikoyi,Lagos,350000000
5,1,1,1,Block of Flats,Alimosho,Lagos,55000000
5,5,5,4,Detached Bungalow,Ibadan,Oyo,15000000
5,5,6,5,Detached Duplex,Ajah,Lagos,65000000
4,5,5,4,Semi Detached Duplex,Ibadan,Oyo,45000000
1,5,2,1,Detached Bungalow,Mowe Ofada,Ogun,6500000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,105000000
6,7,7,1,Detached Duplex,Ikeja,Lagos,700000000
5,6,6,1,Detached Duplex,Port Harcourt,Rivers,100000000
3,3,3,9,Block of Flats,Owerri Municipal,Imo,65000000
4,4,5,4,Detached Duplex,Lekki,Lagos,75000000
4,4,5,1,Detached Duplex,Port Harcourt,Rivers,135000000
5,5,6,4,Detached Duplex,Katampe,Abuja,900000000
2,2,3,2,Terraced Duplexes,Lekki,Lagos,75000000
